round,order,age,field_cd,race,goal,date,career_c,exphappy,round_p,order_p,age_p,field_cd_p,race_p,goal_p,date_p,career_c_p,exphappy_p,int_corr,match
19,2,30,9,4,6,4,2,6,18,2,23,5,2,2,5,7,7,0.37,1
14,2,21,9,2,2,2,2,7,14,2,29,8,4,2,6,7,8,-0.06,0
14,2,22,9,4,1,6,2,7,14,2,27,8,2,1,4,6,6,-0.18,0
14,2,26,9,2,6,7,2,7,14,2,28,9,2,1,4,2,3,-0.17,1
22,2,27,9,4,2,4,10,9,22,2,22,1,2,1,4,1,7,-0.05,0
14,3,22,9,4,1,6,2,5,11,3,24,1,2,2,7,1,7,-0.41,0
18,3,25,9,4,1,2,2,5,20,3,27,8,3,3,4,7,6,-0.29,0
14,3,27,9,4,2,7,7,7,11,3,22,1,2,1,2,7,3,0.03,1
18,3,25,9,6,1,3,2,7,18,3,28,1,2,3,3,1,8,0.66,1
19,3,25,9,2,2,5,2,7,18,3,27,8,2,1,5,7,5,-0.35,1
18,4,27,9,4,1,4,2,1,20,4,24,13,6,1,4,6,4,0.12,1
14,4,29,9,4,1,4,2,4,14,4,32,9,2,3,3,2,7,0.46,1
14,4,30,9,4,1,6,2,6,14,4,29,8,6,2,6,7,6,-0.25,0
21,4,25,9,6,1,6,2,6,21,4,26,10,2,2,4,2,4,0.1,1
14,4,27,9,4,1,7,2,7,14,4,24,11,4,2,6,2,5,0.03,0
14,4,21,9,2,2,2,2,7,14,4,27,8,2,1,4,6,6,-0.15,0
14,4,27,9,4,2,7,7,7,11,4,24,1,2,2,7,1,7,-0.46,0
14,4,22,9,4,1,6,2,7,14,4,27,5,2,3,5,2,5,-0.21,1
18,5,27,9,4,1,4,2,1,20,5,27,8,2,5,7,9,6,-0.34,0
14,5,29,9,4,1,4,2,4,14,5,26,9,2,6,7,2,7,-0.26,0
9,5,29,9,2,6,6,2,4,10,5,23,8,2,1,3,7,7,-0.08,0
19,5,27,9,2,3,6,7,4,18,5,24,1,2,2,5,1,6,0.55,1
16,5,27,9,1,1,6,5,4,19,6,25,8,4,1,3,7,6,-0.08,0
18,5,25,9,4,1,2,2,5,20,5,26,8,4,1,5,7,6,-0.46,0
14,5,29,9,2,2,3,2,7,11,3,30,13,2,2,5,9,5,0.48,1
18,5,25,9,6,1,3,2,7,18,5,32,10,2,1,4,2,6,-0.01,0
22,5,27,9,4,2,4,10,9,22,5,23,5,4,3,7,7,7,-0.06,0
18,6,27,9,4,1,4,2,1,20,6,27,13,2,3,4,13,8,0.02,0
14,6,34,9,2,2,4,2,2,14,6,32,9,2,3,3,2,7,0.65,1
14,6,29,9,4,1,4,2,4,14,6,29,8,4,2,6,7,8,0.03,0
18,6,25,9,4,1,2,2,5,20,6,29,8,2,6,5,7,6,-0.37,0
21,6,25,9,6,1,6,2,6,21,6,28,13,1,1,2,7,6,0.33,1
14,6,27,9,4,1,7,2,7,14,6,30,9,4,1,6,2,6,0.03,0
14,6,22,9,4,1,6,2,7,14,6,25,8,2,2,4,7,5,-0.39,0
19,6,25,9,2,2,5,2,7,18,6,24,13,3,2,7,9,6,0.26,1
18,6,35,9,4,2,5,2,8,20,6,29,8,3,2,5,7,9,0.09,1
19,6,23,9,2,2,5,10,8,18,6,26,8,2,5,4,7,3,0.42,1
18,7,27,9,4,1,4,2,1,20,7,27,8,2,1,3,1,5,-0.07,0
14,7,34,9,2,2,4,2,2,14,7,26,9,2,6,7,2,7,-0.11,0
19,7,27,9,2,3,6,7,4,18,7,27,8,2,1,5,7,4,0.33,1
14,7,22,9,4,1,6,2,5,11,6,25,13,2,2,6,9,3,0.01,0
21,7,25,9,6,1,6,2,6,21,7,27,5,4,1,4,7,5,0.58,1
14,8,34,9,2,2,4,2,2,14,8,29,8,4,2,6,7,8,0.17,1
18,8,25,9,4,1,2,2,5,20,8,29,8,3,2,5,7,9,-0.06,0
14,8,22,9,4,1,6,2,7,14,8,23,15,2,2,4,6,5,-0.21,0
14,8,21,9,2,2,2,2,7,14,8,25,8,2,2,4,7,5,0.19,1
18,9,27,9,4,1,4,2,1,20,9,25,8,4,2,5,10,5,0.1,1
14,9,27,9,4,5,7,2,3,14,9,23,15,2,2,4,6,5,0.43,1
14,9,22,9,4,1,6,2,5,11,6,27,1,4,2,6,1,6,0,0
9,9,23,9,2,1,4,2,5,9,9,27,16,2,2,6,2,6,0.33,1
14,9,30,9,2,2,6,2,6,14,9,26,9,2,6,7,2,7,-0.02,0
14,9,33,9,2,4,5,2,6,14,9,27,8,2,1,4,6,6,0.19,1
14,9,21,9,2,2,2,2,7,14,9,29,8,6,2,6,7,6,0.02,0
18,9,25,9,6,1,3,2,7,18,9,25,14,4,1,4,6,5,0.66,1
14,10,30,9,4,1,6,2,6,14,10,26,9,2,6,7,2,7,-0.38,0
14,10,29,9,2,2,3,2,7,11,7,22,1,2,1,2,7,3,0.5,1
14,10,22,9,4,1,6,2,7,14,10,30,8,2,1,4,7,7,-0.1,0
18,10,25,9,6,1,3,2,7,18,10,28,8,4,2,6,7,5,0.29,1
18,11,27,9,4,1,4,2,1,20,12,30,8,4,2,4,7,7,-0.01,1
19,11,27,9,2,3,6,7,4,18,10,23,5,2,2,5,7,7,0.16,1
14,11,30,9,4,1,6,2,6,14,11,29,8,4,2,6,7,8,-0.03,0
14,11,29,9,2,2,3,2,7,11,8,24,1,2,2,7,1,7,-0.09,0
14,11,26,9,2,6,7,2,7,14,11,35,3,2,2,6,2,9,-0.03,1
14,11,21,9,2,2,2,2,7,14,11,27,9,4,1,7,2,7,0.38,1
18,12,25,9,4,1,2,2,5,20,12,27,8,2,5,7,9,6,-0.32,0
18,12,26,9,1,5,6,13,5,20,13,27,8,2,5,7,9,6,-0.31,0
14,12,27,9,4,2,7,7,7,11,9,30,13,2,2,5,9,5,-0.06,0
14,12,22,9,4,1,6,2,7,14,12,32,9,2,3,3,2,7,-0.22,0
16,13,26,9,2,4,3,2,2,16,13,30,8,1,2,6,7,6,0.21,1
18,13,25,9,4,1,2,2,5,20,13,27,13,2,3,4,13,8,-0.39,0
18,13,21,9,4,2,6,2,5,20,15,27,8,2,5,7,9,6,-0.38,0
14,13,22,9,4,1,6,2,7,14,13,26,9,2,6,7,2,7,-0.37,0
18,13,25,9,6,1,3,2,7,18,13,21,7,2,1,4,2,6,0.71,1
18,13,35,9,4,2,5,2,8,20,13,25,3,2,2,5,3,7,0.75,1
14,14,27,9,4,5,7,2,3,14,14,26,9,2,6,7,2,7,-0.01,0
18,14,25,9,4,1,2,2,5,20,14,27,8,2,1,3,1,5,-0.52,0
18,14,29,9,2,5,6,7,5,18,14,28,1,2,3,3,1,8,0.59,1
22,14,26,9,2,2,4,13,6,22,14,28,8,2,1,7,7,5,-0.07,0
19,14,25,9,2,2,5,2,7,18,13,27,8,4,1,6,7,6,0.4,1
14,14,22,9,4,1,6,2,7,14,14,29,8,4,2,6,7,8,0,0
22,14,27,9,4,2,4,10,9,22,14,25,5,4,2,7,2,7,-0.17,0
18,14,29,9,6,2,4,6,9,20,14,25,3,2,2,5,3,7,0.3,1
16,15,26,9,2,4,3,2,2,16,15,24,13,2,1,5,2,7,-0.43,0
16,15,27,9,1,1,6,5,4,19,18,23,1,2,1,5,1,3,-0.52,0
18,15,25,9,4,1,2,2,5,20,15,25,3,2,2,5,3,7,0.42,1
18,15,26,9,1,5,6,13,5,20,16,25,3,2,2,5,3,7,-0.19,0
19,15,23,9,2,2,5,10,8,18,15,27,8,2,1,5,7,4,0.14,1
18,16,27,9,4,1,4,2,1,20,18,26,8,4,1,5,7,6,-0.45,0
22,16,26,9,2,2,4,13,6,22,16,23,5,4,1,7,4,5,-0.73,0
19,16,25,9,2,2,5,2,7,18,15,23,5,2,2,6,2,7,0.47,1
19,17,27,9,2,3,6,7,4,18,16,26,8,2,5,4,7,3,0.24,1
19,17,30,9,4,6,4,2,6,18,17,27,8,2,1,5,7,4,-0.19,0
19,17,25,9,2,2,5,2,7,18,16,22,5,2,5,5,7,6,-0.14,0
19,19,30,9,4,6,4,2,6,18,18,31,8,2,1,4,7,4,0.64,1
19,19,23,9,2,2,5,10,8,18,18,23,5,2,2,5,7,7,0.11,1
22,20,26,9,2,2,4,13,6,22,20,23,5,4,3,7,7,7,-0.1,0
18,1,23,10,4,2,7,10,5,18,1,28,1,2,3,3,1,8,0.02,0
18,1,29,10,2,2,5,2,5,18,1,28,6,2,5,5,6,5,-0.04,0
21,1,29,10,2,2,5,2,5,21,1,24,4,3,5,6,4,5,-0.21,1
21,1,25,10,2,1,7,2,5,21,1,25,10,2,2,7,2,5,0.24,1
21,1,23,10,4,2,5,2,5,21,1,26,10,2,2,4,2,4,0.63,1
7,1,24,10,2,1,7,2,6,6,1,26,5,4,1,3,7,3,-0.36,0
9,1,25,10,4,1,6,2,6,9,1,29,8,4,2,4,7,2,-0.15,0
21,1,26,10,4,1,7,4,6,21,1,22,13,4,1,7,6,8,-0.02,0
20,1,23,10,2,1,6,2,6,20,1,25,7,4,1,1,2,6,0,1
18,1,31,10,2,2,7,4,6,20,1,24,13,6,1,4,6,4,0.02,1
20,1,23,10,2,1,3,1,6,20,1,26,8,2,2,6,7,5,0.24,1
22,1,23,10,2,1,5,2,6,22,1,27,10,4,2,6,2,2,0.46,1
16,1,22,10,2,2,4,10,7,16,1,30,8,1,2,6,7,6,-0.16,0
18,1,27,10,4,1,5,2,7,18,1,27,10,2,2,5,2,8,-0.12,0
20,1,27,10,2,1,2,2,8,20,1,28,10,2,1,6,7,3,0.49,1
15,1,30,10,1,1,6,2,9,15,1,24,6,4,1,5,2,5,-0.21,0
21,2,26,10,4,1,7,2,3,21,2,26,10,2,2,4,2,4,0.7,1
21,2,26,10,4,1,3,4,4,21,2,27,5,4,1,4,7,5,-0.51,0
18,2,29,10,2,2,5,2,5,18,2,30,11,2,2,6,9,4,0.01,0
6,2,23,10,4,2,7,10,5,6,2,24,10,4,1,6,2,4,-0.22,0
9,2,25,10,4,1,6,2,6,9,2,23,9,2,1,4,2,5,-0.63,0
21,2,26,10,4,1,7,4,6,21,2,27,3,2,1,6,2,5,-0.02,0
16,2,28,10,2,1,6,2,6,16,2,24,13,2,1,5,2,7,-0.57,1
7,2,26,10,2,5,4,2,7,6,1,36,2,4,3,5,10,7,-0.13,0
20,2,24,10,4,3,7,2,7,20,2,27,8,3,1,5,7,5,0.14,1
5,2,23,10,2,1,5,2,8,5,2,26,8,4,1,4,8,7,-0.1,1
21,3,26,10,4,1,7,2,3,21,3,25,10,2,1,7,2,5,0.13,1
16,3,23,10,2,2,6,2,3,16,3,27,13,4,1,4,2,5,-0.17,1
21,3,26,10,4,1,3,4,4,21,3,23,5,1,1,4,7,5,-0.19,0
6,3,24,10,4,1,6,2,4,6,3,33,8,4,1,3,7,5,-0.24,0
7,3,25,10,2,1,4,2,5,6,3,27,6,4,3,4,6,6,-0.16,0
18,3,29,10,2,2,5,2,5,18,3,27,8,2,1,7,2,5,-0.29,0
6,3,23,10,4,2,7,10,5,6,3,27,15,2,2,7,2,5,-0.09,0
16,3,28,10,2,2,6,2,6,16,3,30,8,1,2,6,7,6,-0.05,0
7,3,25,10,1,1,5,2,6,6,3,26,5,4,1,3,7,3,-0.46,0
21,3,26,10,4,1,7,4,6,21,3,28,8,4,1,4,7,7,-0.3,0
9,3,25,10,4,1,6,2,6,9,3,24,10,4,2,7,2,7,-0.14,0
20,3,23,10,2,1,3,1,6,20,3,26,8,2,1,3,7,7,0.1,1
16,3,22,10,2,2,4,10,7,16,3,24,13,2,1,5,2,7,-0.01,0
20,3,24,10,4,3,7,2,7,20,3,22,2,2,6,6,2,3,-0.01,0
5,3,23,10,2,1,5,2,8,5,3,28,8,3,1,6,7,4,-0.1,0
21,4,26,10,4,1,3,4,4,21,4,27,3,2,6,5,2,2,-0.34,0
16,4,28,10,4,1,5,4,6,16,4,24,13,2,1,5,2,7,-0.27,0
20,4,23,10,2,1,3,1,6,20,4,23,8,2,2,3,6,3,0.46,1
22,4,23,10,2,1,5,2,6,22,4,28,6,4,2,4,16,6,0.39,1
18,4,27,10,4,1,5,2,7,18,4,25,1,1,2,7,1,5,0.31,1
22,5,27,10,4,2,6,2,2,22,5,25,5,4,2,7,2,7,-0.33,0
21,5,26,10,4,1,3,4,4,21,5,27,8,2,1,5,6,7,-0.18,0
6,5,24,10,4,1,6,2,4,6,5,33,5,4,4,6,2,8,-0.09,0
16,5,23,10,2,1,5,2,5,16,5,23,10,2,4,6,2,7,-0.4,0
21,5,25,10,2,1,7,2,5,21,5,25,9,6,1,6,2,6,0.58,1
7,5,24,10,2,1,7,2,6,6,4,36,2,4,3,5,10,7,-0.19,0
9,5,25,10,4,1,6,2,6,9,5,26,3,3,3,7,2,6,-0.01,0
16,5,28,10,2,2,6,2,6,16,5,24,13,2,1,5,2,7,-0.59,1
21,5,27,10,4,2,7,2,6,21,5,24,5,6,4,6,7,10,-0.18,1
21,6,26,10,4,1,7,2,3,21,6,23,5,1,1,4,7,5,0.02,0
21,6,26,10,4,1,3,4,4,21,6,25,10,2,3,6,2,5,-0.45,0
6,6,23,10,4,2,7,10,5,6,6,55,6,4,6,7,6,10,-0.15,0
20,6,25,10,1,2,4,7,5,20,6,26,10,2,5,4,2,3,0.48,1
21,6,26,10,4,1,7,4,6,21,6,32,5,2,1,3,2,8,-0.12,0
16,6,22,10,2,2,4,10,7,16,6,27,13,4,1,4,2,5,-0.32,0
20,6,27,10,2,1,2,2,8,20,6,23,8,2,2,3,6,3,-0.04,0
15,6,30,10,1,1,6,2,9,15,6,30,10,6,2,4,2,7,0.32,1
9,7,25,10,2,1,7,2,3,9,7,26,3,3,3,7,2,6,0.33,1
21,7,26,10,4,1,3,4,4,21,7,21,5,2,2,4,7,6,-0.48,0
18,7,32,10,2,3,2,4,5,20,7,27,8,2,5,7,9,6,-0.07,0
18,7,29,10,2,2,5,2,5,18,7,22,3,2,2,7,2,6,-0.07,1
18,7,23,10,4,2,7,10,5,18,7,25,14,4,1,4,6,5,0.4,1
20,7,23,10,2,1,6,2,6,20,7,22,2,2,6,6,2,3,0.03,0
20,7,23,10,2,1,3,1,6,20,7,28,7,2,2,4,2,7,-0.25,0
9,7,25,10,4,1,6,2,6,9,7,34,10,2,2,6,7,7,0.02,0
21,7,27,10,4,2,7,2,6,21,7,26,10,2,2,4,2,4,0.39,1
15,7,30,10,6,2,4,2,7,15,7,34,10,4,2,6,2,7,-0.16,0
15,7,30,10,1,1,6,2,9,15,7,32,10,3,3,6,4,8,0.5,1
16,8,23,10,2,1,5,2,5,16,8,28,10,4,1,5,4,6,-0.06,0
16,8,24,10,2,2,7,2,5,16,8,22,10,2,2,4,10,7,-0.29,0
21,8,23,10,4,2,5,2,5,21,8,25,10,2,3,6,2,5,0.52,1
21,8,25,10,2,1,7,2,5,21,8,27,10,4,2,7,2,6,0.36,1
9,8,25,10,4,1,6,2,6,9,8,27,15,2,1,2,6,5,-0.14,0
18,8,27,10,4,1,5,2,7,18,8,26,5,3,1,7,2,7,-0.36,0
18,8,27,10,2,2,5,2,8,18,8,27,8,2,1,7,2,5,0.56,1
21,9,26,10,4,1,7,2,3,21,9,25,10,2,3,6,2,5,0.63,1
16,9,27,10,4,2,6,4,4,16,9,28,13,2,3,3,9,3,0.45,1
16,9,23,10,4,1,4,10,5,16,9,30,8,1,2,6,7,6,-0.01,0
21,9,25,10,2,1,7,2,5,21,9,24,4,3,5,6,4,5,0.48,1
9,9,25,10,4,1,6,2,6,9,9,22,3,6,3,7,2,5,-0.2,0
21,9,27,10,4,1,3,4,6,21,9,28,13,3,1,6,2,10,-0.16,1
18,9,27,10,4,1,5,2,7,18,9,22,8,4,3,4,7,7,-0.35,0
21,10,26,10,4,1,7,2,3,21,10,21,5,2,2,4,7,6,0.54,1
20,10,28,10,2,1,6,7,3,20,10,25,10,1,2,4,7,5,-0.11,1
21,10,26,10,4,1,3,4,4,21,10,27,3,2,1,6,2,5,-0.39,0
18,10,29,10,2,2,5,2,5,18,10,22,11,2,1,4,11,6,-0.05,1
21,10,26,10,4,1,7,4,6,21,10,24,5,6,4,6,7,10,-0.25,0
18,10,31,10,2,2,7,4,6,20,12,27,8,2,1,4,6,5,0.02,1
21,11,26,10,4,1,3,4,4,21,11,28,8,4,1,4,7,7,-0.37,0
16,11,23,10,4,1,4,10,5,16,11,24,13,2,1,5,2,7,-0.5,1
21,11,25,10,2,3,6,2,5,21,11,25,9,6,1,6,2,6,0.42,1
18,11,29,10,2,2,5,2,5,18,11,25,1,6,1,3,1,5,-0.2,1
20,11,23,10,2,1,3,1,6,20,11,25,13,6,1,5,6,10,-0.26,0
22,11,23,10,2,1,5,2,6,22,11,23,15,2,5,7,6,2,0.61,1
16,11,28,10,2,2,6,2,6,16,11,27,8,2,6,4,7,7,0.6,1
18,11,32,10,3,2,4,4,7,18,11,22,1,3,5,7,1,5,-0.06,0
20,11,24,10,4,3,7,2,7,20,11,30,7,2,4,5,2,4,0.02,0
15,11,30,10,1,1,6,2,9,15,11,29,8,4,3,2,7,5,0.02,0
22,12,27,10,4,2,6,2,2,22,12,28,8,2,1,7,7,5,0.49,1
16,12,27,10,4,2,6,4,4,16,12,24,13,2,1,5,2,7,-0.24,0
21,12,26,10,4,1,3,4,4,21,12,27,10,4,1,3,4,6,-0.12,0
20,12,23,10,2,1,3,1,6,20,12,31,13,2,2,5,9,4,-0.33,0
18,12,27,10,2,2,5,2,8,18,12,22,3,2,2,7,2,6,0.14,1
15,12,30,10,1,1,6,2,9,15,12,28,8,2,3,2,7,6,-0.07,1
21,13,29,10,2,2,5,2,5,21,13,26,10,4,1,3,4,4,-0.08,0
22,13,23,10,2,1,5,2,6,22,13,26,11,2,1,3,9,6,-0.18,1
18,13,27,10,4,1,5,2,7,18,13,32,10,2,1,4,2,6,0.06,1
16,14,23,10,2,2,6,2,3,16,14,30,8,1,2,6,7,6,-0.05,0
21,14,26,10,4,1,3,4,4,21,14,32,5,2,1,3,2,8,-0.28,0
21,14,25,10,2,3,6,2,5,21,14,27,10,4,2,7,2,6,0.62,1
16,14,28,10,2,2,6,2,6,16,14,27,8,4,5,4,7,5,0.08,1
16,15,23,10,2,2,6,2,3,16,15,31,7,2,4,5,2,5,0.39,1
21,15,26,10,4,1,7,2,3,21,15,27,10,4,1,3,4,6,0.3,1
16,15,24,10,2,2,7,2,5,16,15,22,2,2,1,4,2,3,-0.5,0
16,15,23,10,4,1,4,10,5,16,15,23,10,2,1,5,2,5,0.03,0
21,15,26,10,4,1,7,4,6,21,15,27,5,4,1,4,7,5,-0.16,0
16,15,28,10,2,2,6,2,6,16,15,26,8,4,5,5,7,5,0.37,1
22,15,23,10,2,1,5,2,6,22,15,23,6,2,1,6,16,6,-0.19,1
15,15,30,10,1,1,6,2,9,15,15,30,6,2,4,3,6,6,-0.06,1
22,16,27,10,4,2,6,2,2,22,16,29,2,2,1,5,7,8,0.44,1
16,16,23,10,2,2,6,2,3,16,16,24,13,2,1,5,2,7,-0.63,1
16,16,23,10,2,1,5,2,5,16,16,27,10,4,2,6,4,4,0.28,1
20,16,29,10,2,2,6,2,5,20,16,28,10,2,1,6,7,3,0.27,1
22,16,23,10,2,1,5,2,6,22,16,25,4,4,2,7,4,6,0.3,1
18,16,31,10,2,2,7,4,6,20,18,29,8,3,2,5,7,9,0,1
16,16,22,10,2,2,4,10,7,16,16,28,13,2,3,3,9,3,-0.35,0
22,17,27,10,4,2,6,2,2,22,17,26,5,2,2,6,2,5,0.03,0
18,17,29,10,2,2,5,2,5,18,17,29,9,2,5,6,7,5,0.17,1
20,17,23,10,2,1,3,1,6,20,17,30,13,3,1,6,9,5,-0.31,0
20,17,23,10,2,1,6,2,6,20,17,29,10,2,2,6,2,5,0.41,1
18,17,24,10,2,2,7,4,6,20,19,25,3,2,2,5,3,7,0.04,1
18,17,27,10,4,1,5,2,7,18,17,25,14,4,1,4,6,5,0.34,1
20,17,27,10,2,1,2,2,8,20,17,26,10,2,5,4,2,3,0.01,1
22,18,27,10,4,2,6,2,2,22,18,23,5,4,3,7,7,7,-0.27,1
21,18,25,10,2,1,7,2,5,21,18,28,13,3,1,6,2,10,-0.11,0
18,18,29,10,2,2,5,2,5,18,18,29,5,2,1,5,2,6,-0.37,1
21,18,23,10,4,2,5,2,5,21,18,25,10,2,3,4,2,7,0.18,1
22,19,27,10,4,2,6,2,2,22,19,30,8,2,2,4,7,8,-0.07,0
21,19,26,10,4,1,3,4,4,21,19,34,10,2,2,5,2,5,-0.39,0
21,19,25,10,2,2,7,2,5,21,19,24,5,6,4,6,7,10,-0.42,0
20,19,29,10,2,2,6,2,5,20,19,26,8,4,1,4,7,7,-0.01,1
20,19,23,10,2,1,6,2,6,20,19,24,13,6,1,4,7,3,-0.04,0
21,20,23,10,4,2,5,2,5,21,20,24,5,6,4,6,7,10,-0.05,0
20,20,23,10,2,1,7,2,5,20,20,25,13,6,1,5,6,10,0.52,1
22,20,23,10,2,1,5,2,6,22,20,23,5,4,2,7,7,6,0.24,1
21,20,27,10,4,1,3,4,6,21,20,27,10,4,2,7,2,6,0.47,1
21,21,26,10,4,1,3,4,4,21,21,25,10,2,1,7,2,5,-0.7,0
21,21,25,10,2,3,6,2,5,21,21,26,6,2,1,6,2,3,0.54,1
18,1,30,11,2,2,6,9,4,18,1,32,10,2,1,4,2,6,-0.08,0
16,1,25,11,2,1,5,9,5,19,1,28,8,2,5,5,7,7,-0.15,0
18,1,39,11,2,4,4,2,5,18,1,22,11,2,1,4,11,6,0.16,1
14,1,24,11,4,2,6,2,5,14,1,25,8,2,2,4,7,5,0.59,1
16,1,22,11,2,1,6,9,7,19,1,23,1,2,1,5,1,3,-0.05,0
18,1,23,11,3,2,7,11,7,18,1,25,14,4,1,4,6,5,0.59,1
10,1,22,11,2,3,5,9,9,10,1,21,1,2,5,6,14,9,-0.34,1
10,2,23,11,2,1,3,9,3,10,2,21,1,2,5,6,14,9,-0.37,0
16,2,27,11,2,2,6,9,5,19,2,23,1,2,1,5,1,3,-0.07,0
22,2,26,11,2,1,3,9,6,22,2,28,8,2,1,7,7,5,-0.27,0
8,2,25,11,4,1,4,11,7,6,2,30,8,2,2,4,7,6,-0.19,1
14,3,27,11,2,1,4,15,3,11,3,25,13,2,2,6,9,3,-0.1,0
14,3,28,11,2,4,6,11,4,11,2,29,8,4,1,5,7,7,0.18,1
14,3,23,11,2,1,4,11,4,11,3,26,8,2,2,4,7,3,-0.22,0
22,3,28,11,6,1,7,9,5,22,3,28,8,2,1,7,7,5,-0.1,0
